"","datetime","time","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count","dayOfWeek"
"6352",2012-03-01 22:00:00,"22:00:00","1","0","1","1",15.58,19.695,50,169.979,126,"dinsdag"
"7944",2012-06-11 09:00:00,"09:00:00","2","0","1","1",28.7,32.575,65,89.981,316,"maandag"
"740",2011-02-14 05:00:00,"05:00:00","1","0","1","1",13.12,15.15,53,190.012,3,"donderdag"
"1122",2011-03-11 10:00:00,"10:00:00","1","0","1","2",13.12,15.15,57,199.995,78,"zondag"
"6025",2012-02-07 07:00:00,"07:00:00","1","0","1","1",13.12,17.425,45,0,299,"dinsdag"
"5608",2012-01-08 19:00:00,"19:00:00","1","0","0","1",13.12,15.91,49,12.998,112,"zondag"
"10067",2012-11-04 20:00:00,"20:00:00","4","0","0","1",13.12,14.395,53,239.994,141,"zaterdag"
"4061",2011-10-01 06:00:00,"06:00:00","4","0","0","1",17.22,21.21,67,220.028,19,"zaterdag"
"5762",2012-01-15 06:00:00,"06:00:00","1","0","0","2",5.74,6.06,50,190.012,8,"dinsdag"
"3255",2011-08-05 13:00:00,"13:00:00","3","0","1","1",31.98,35.605,52,169.979,204,"zaterdag"
"6991",2012-04-09 15:00:00,"15:00:00","2","0","1","1",23.78,27.275,28,369.974,255,"maandag"
"3449",2011-08-13 15:00:00,"15:00:00","3","0","0","3",27.88,31.82,79,239.994,358,"dinsdag"
"1197",2011-03-14 15:00:00,"15:00:00","1","0","1","1",15.58,19.695,37,110.014,101,"donderdag"
"6166",2012-02-13 04:00:00,"04:00:00","1","0","1","1",4.92,8.335,54,60.032,2,"woensdag"
"10043",2012-11-03 20:00:00,"20:00:00","4","0","0","1",13.94,16.665,53,89.981,181,"donderdag"
"4435",2011-10-16 20:00:00,"20:00:00","4","0","0","1",22.14,25.76,52,310.009,178,"donderdag"
"6301",2012-02-18 19:00:00,"19:00:00","1","0","0","1",18.04,21.97,44,110.014,188,"dinsdag"
"152",2011-01-07 15:00:00,"15:00:00","1","0","1","2",8.2,10.605,37,110.014,72,"zaterdag"
"6692",2012-03-16 03:00:00,"03:00:00","1","0","1","2",16.4,20.455,87,190.012,3,"zondag"
"973",2011-03-05 00:00:00,"00:00:00","1","0","0","2",11.48,14.395,81,70.015,19,"zondag"
"10418",2012-11-19 12:00:00,"12:00:00","4","0","1","2",16.4,20.455,62,190.012,242,"woensdag"
"2286",2011-06-03 04:00:00,"04:00:00","2","0","1","1",21.32,25,48,220.028,6,"vrijdag"
"5183",2011-12-10 01:00:00,"01:00:00","4","0","0","2",10.66,12.88,70,110.014,66,"maandag"
"7381",2012-05-06 22:00:00,"22:00:00","2","0","0","1",22.96,26.515,73,110.014,157,"zaterdag"
"3321",2011-08-08 07:00:00,"07:00:00","3","0","1","1",29.52,34.09,62,199.995,267,"woensdag"
"7163",2012-04-16 20:00:00,"20:00:00","2","1","0","1",30.34,32.575,37,199.995,375,"woensdag"
"8508",2012-07-15 21:00:00,"21:00:00","3","0","0","1",29.52,34.85,79,60.032,223,"maandag"
"8556",2012-07-17 21:00:00,"21:00:00","3","0","1","1",33.62,38.635,52,89.981,333,"donderdag"
"5934",2012-02-03 11:00:00,"11:00:00","1","0","1","1",13.12,15.15,53,199.995,164,"donderdag"
"8471",2012-07-14 08:00:00,"08:00:00","3","0","0","1",25.42,29.545,78,190.012,151,"zondag"
"1825",2011-05-02 23:00:00,"23:00:00","2","0","1","2",22.96,26.515,83,12.998,64,"maandag"
"5436",2012-01-01 14:00:00,"14:00:00","1","0","0","1",18.04,21.97,54,199.995,267,"zaterdag"
"9771",2012-10-11 12:00:00,"12:00:00","4","0","1","1",18.86,22.725,36,0,326,"donderdag"
"5684",2012-01-12 00:00:00,"00:00:00","1","0","1","3",13.94,16.665,93,12.998,3,"vrijdag"
"3630",2011-09-02 04:00:00,"04:00:00","3","0","1","1",24.6,28.03,83,60.032,4,"vrijdag"
"4256",2011-10-09 09:00:00,"09:00:00","4","0","0","1",20.5,24.24,77,0,185,"dinsdag"
"8725",2012-08-05 22:00:00,"22:00:00","3","0","0","1",29.52,34.85,79,60.032,157,"zaterdag"
"8855",2012-08-11 08:00:00,"08:00:00","3","0","0","1",27.06,30.305,83,70.015,162,"zaterdag"
"3599",2011-08-19 21:00:00,"21:00:00","3","0","1","1",25.42,28.79,83,89.981,107,"dinsdag"
"561",2011-02-06 13:00:00,"13:00:00","1","0","0","1",13.94,18.18,46,0,182,"maandag"
"10879",2012-12-19 17:00:00,"17:00:00","4","0","1","1",16.4,20.455,50,260.027,562,"vrijdag"
"9288",2012-09-10 09:00:00,"09:00:00","3","0","1","1",24.6,31.06,53,199.995,361,"maandag"
"415",2011-01-19 08:00:00,"08:00:00","1","0","1","2",9.84,12.88,93,70.015,197,"zondag"
"2196",2011-05-18 10:00:00,"10:00:00","2","0","1","3",22.14,25.76,88,190.012,106,"zondag"
"3020",2011-07-14 18:00:00,"18:00:00","3","0","1","1",29.52,32.575,42,12.998,578,"zondag"
"9167",2012-09-05 08:00:00,"08:00:00","3","0","1","1",29.52,34.85,74,12.998,725,"dinsdag"
"8010",2012-06-14 03:00:00,"03:00:00","2","0","1","2",25.42,31.06,53,190.012,5,"vrijdag"
"10090",2012-11-05 19:00:00,"19:00:00","4","0","1","1",13.12,15.91,49,110.014,372,"zondag"
"2662",2011-06-18 20:00:00,"20:00:00","2","0","0","2",29.52,33.335,58,89.981,188,"woensdag"
"6936",2012-04-07 08:00:00,"08:00:00","2","0","0","1",13.94,15.91,34,169.979,123,"vrijdag"
"10779",2012-12-15 13:00:00,"13:00:00","4","0","0","1",15.58,19.695,54,169.979,456,"zondag"
"4902",2011-11-17 08:00:00,"08:00:00","4","0","1","3",13.94,15.15,61,199.995,355,"maandag"
"5190",2011-12-10 08:00:00,"08:00:00","4","0","0","1",10.66,13.635,65,89.981,73,"maandag"
"433",2011-02-01 02:00:00,"02:00:00","1","0","1","2",6.56,11.365,69,0,2,"dinsdag"
"8358",2012-07-09 15:00:00,"15:00:00","3","0","1","2",31.16,34.09,45,150.013,280,"maandag"
"9844",2012-10-14 13:00:00,"13:00:00","4","0","0","1",26.24,31.06,41,300.026,619,"maandag"
"9290",2012-09-10 11:00:00,"11:00:00","3","0","1","1",25.42,31.06,43,199.995,236,"maandag"
"3695",2011-09-04 21:00:00,"21:00:00","3","0","0","1",29.52,34.85,74,169.979,207,"maandag"
"2339",2011-06-05 09:00:00,"09:00:00","2","0","0","2",24.6,28.79,78,12.998,164,"maandag"
"7754",2012-06-03 11:00:00,"11:00:00","2","0","0","1",26.24,31.06,41,169.979,511,"vrijdag"
"7851",2012-06-07 12:00:00,"12:00:00","2","0","1","1",28.7,31.82,42,0,336,"woensdag"
"7408",2012-05-08 01:00:00,"01:00:00","2","0","1","2",21.32,25,59,150.013,9,"dinsdag"
"2277",2011-06-02 19:00:00,"19:00:00","2","0","1","1",29.52,31.82,23,199.995,379,"donderdag"
"4856",2011-11-15 10:00:00,"10:00:00","4","0","1","2",22.96,26.515,64,190.012,138,"vrijdag"
"1703",2011-04-16 21:00:00,"21:00:00","2","0","0","2",18.04,21.97,94,0,14,"woensdag"
"9658",2012-10-06 19:00:00,"19:00:00","4","0","0","1",19.68,23.485,55,150.013,341,"vrijdag"
"1241",2011-03-16 13:00:00,"13:00:00","1","0","1","2",16.4,20.455,76,89.981,99,"zondag"
"1850",2011-05-04 00:00:00,"00:00:00","2","0","1","3",21.32,25,77,110.014,27,"donderdag"
"4170",2011-10-05 19:00:00,"19:00:00","4","0","1","1",23.78,27.275,56,89.981,374,"donderdag"
"6906",2012-04-06 02:00:00,"02:00:00","2","0","1","1",14.76,16.665,50,260.027,11,"donderdag"
"9700",2012-10-08 13:00:00,"13:00:00","4","1","0","2",17.22,21.21,62,12.998,405,"maandag"
"7857",2012-06-07 18:00:00,"18:00:00","2","0","1","1",28.7,31.82,34,190.012,813,"woensdag"
"2296",2011-06-03 14:00:00,"14:00:00","2","0","1","1",28.7,31.82,28,190.012,240,"vrijdag"
"10031",2012-11-03 08:00:00,"08:00:00","4","0","0","2",13.94,15.15,46,199.995,142,"donderdag"
"3807",2011-09-09 15:00:00,"15:00:00","3","0","1","1",30.34,34.85,66,0,188,"zondag"
"6090",2012-02-10 00:00:00,"00:00:00","1","0","1","2",11.48,15.15,65,60.032,43,"zaterdag"
"10335",2012-11-16 01:00:00,"01:00:00","4","0","1","2",12.3,15.91,65,60.032,21,"zondag"
"3235",2011-08-04 17:00:00,"17:00:00","3","0","1","1",31.16,35.605,62,220.028,555,"vrijdag"
"1579",2011-04-11 17:00:00,"17:00:00","2","0","1","1",30.34,33.335,48,350.008,452,"woensdag"
"7237",2012-04-19 22:00:00,"22:00:00","2","0","1","1",21.32,25,59,12.998,248,"zaterdag"
"3989",2011-09-17 06:00:00,"06:00:00","3","0","0","2",18.86,22.725,72,150.013,22,"woensdag"
"10726",2012-12-13 08:00:00,"08:00:00","4","0","1","1",9.84,11.365,60,12.998,679,"vrijdag"
"8871",2012-08-12 00:00:00,"00:00:00","3","0","0","2",26.24,30.305,73,89.981,120,"maandag"
"3895",2011-09-13 08:00:00,"08:00:00","3","0","1","1",24.6,28.03,81,70.015,425,"vrijdag"
"10430",2012-12-01 00:00:00,"00:00:00","4","0","0","1",10.66,15.15,81,0,108,"donderdag"
"10305",2012-11-14 19:00:00,"19:00:00","4","0","1","1",12.3,15.15,52,110.014,396,"donderdag"
"9755",2012-10-10 20:00:00,"20:00:00","4","0","1","1",21.32,25,48,329.975,392,"woensdag"
"10368",2012-11-17 10:00:00,"10:00:00","4","0","0","1",14.76,16.665,46,169.979,320,"maandag"
"1355",2011-04-02 08:00:00,"08:00:00","2","0","0","1",12.3,15.91,70,70.015,55,"zaterdag"
"3596",2011-08-19 18:00:00,"18:00:00","3","0","1","1",31.16,35.605,58,350.008,425,"dinsdag"
"1646",2011-04-14 12:00:00,"12:00:00","2","0","1","1",22.14,25.76,42,89.981,145,"zondag"
"8543",2012-07-17 08:00:00,"08:00:00","3","0","1","2",32.8,37.88,55,0,661,"donderdag"
"968",2011-03-04 19:00:00,"19:00:00","1","0","1","1",13.12,15.15,61,169.979,107,"zaterdag"
"5649",2012-01-10 13:00:00,"13:00:00","1","0","1","1",17.22,21.21,38,199.995,178,"woensdag"
"8360",2012-07-09 17:00:00,"17:00:00","3","0","1","1",31.98,34.85,40,110.014,849,"maandag"
"2525",2011-06-13 03:00:00,"03:00:00","2","0","1","1",24.6,30.305,60,329.975,7,"donderdag"
"4270",2011-10-09 23:00:00,"23:00:00","4","0","0","1",20.5,24.24,88,70.015,123,"dinsdag"
"9749",2012-10-10 14:00:00,"14:00:00","4","0","1","1",24.6,31.06,40,110.014,271,"woensdag"
"6993",2012-04-09 17:00:00,"17:00:00","2","0","1","1",22.14,25.76,32,279.993,632,"maandag"
"2379",2011-06-07 01:00:00,"01:00:00","2","0","1","1",25.42,30.305,69,89.981,4,"woensdag"
"4645",2011-11-06 15:00:00,"15:00:00","4","0","0","1",19.68,23.485,51,12.998,306,"maandag"
"10423",2012-11-19 17:00:00,"17:00:00","4","0","1","2",17.22,21.21,58,12.998,619,"woensdag"
"6815",2012-04-02 07:00:00,"07:00:00","2","0","1","1",13.94,15.15,66,260.027,306,"zaterdag"
"6513",2012-03-08 15:00:00,"15:00:00","1","0","1","1",26.24,31.06,38,460.022,185,"donderdag"
"8264",2012-07-05 17:00:00,"17:00:00","3","0","1","1",37.72,42.425,35,110.014,689,"woensdag"
"1184",2011-03-14 01:00:00,"01:00:00","1","0","1","1",10.66,14.395,65,60.032,1,"donderdag"
"8743",2012-08-06 16:00:00,"16:00:00","3","0","1","1",34.44,37.88,41,70.015,451,"zondag"
"5951",2012-02-04 04:00:00,"04:00:00","1","0","0","1",9.84,12.88,81,60.032,6,"vrijdag"
"5079",2011-12-05 17:00:00,"17:00:00","4","0","1","1",17.22,21.21,77,0,446,"dinsdag"
"2707",2011-07-01 17:00:00,"17:00:00","3","0","1","1",33.62,34.85,21,12.998,461,"vrijdag"
"2283",2011-06-03 01:00:00,"01:00:00","2","0","1","1",24.6,31.06,38,239.994,22,"vrijdag"
"9179",2012-09-05 20:00:00,"20:00:00","3","0","1","1",29.52,35.605,84,110.014,412,"dinsdag"
"2109",2011-05-14 19:00:00,"19:00:00","2","0","0","3",22.14,25.76,94,89.981,248,"dinsdag"
"10809",2012-12-16 19:00:00,"19:00:00","4","0","0","1",14.76,17.425,93,89.981,109,"dinsdag"
"10821",2012-12-17 07:00:00,"07:00:00","4","0","1","2",14.76,17.425,93,89.981,319,"woensdag"
"1165",2011-03-13 06:00:00,"06:00:00","1","0","0","1",13.94,18.18,66,0,2,"woensdag"
"8572",2012-07-18 13:00:00,"13:00:00","3","0","1","1",38.54,42.425,33,0,203,"vrijdag"
"5556",2012-01-06 15:00:00,"15:00:00","1","0","1","1",21.32,25,27,169.979,222,"vrijdag"
"10813",2012-12-16 23:00:00,"23:00:00","4","0","0","2",14.76,17.425,93,89.981,33,"dinsdag"
"8034",2012-06-15 03:00:00,"03:00:00","2","0","1","1",22.96,26.515,83,110.014,5,"zaterdag"
"10054",2012-11-04 07:00:00,"07:00:00","4","0","0","1",10.66,13.635,65,70.015,50,"zaterdag"
"4299",2011-10-11 04:00:00,"04:00:00","4","0","1","2",21.32,25,88,89.981,5,"donderdag"
"2895",2011-07-09 13:00:00,"13:00:00","3","0","0","1",33.62,37.12,41,150.013,416,"maandag"
"2293",2011-06-03 11:00:00,"11:00:00","2","0","1","1",26.24,31.06,31,220.028,192,"vrijdag"
"7127",2012-04-15 08:00:00,"08:00:00","2","0","0","1",21.32,25,59,0,97,"maandag"
"8007",2012-06-14 00:00:00,"00:00:00","2","0","1","1",24.6,31.06,53,199.995,48,"vrijdag"
"3",2011-01-01 03:00:00,"03:00:00","1","0","0","1",9.84,14.395,75,0,13,"zaterdag"
"8202",2012-07-03 03:00:00,"03:00:00","3","0","1","1",28.7,32.575,65,89.981,2,"zondag"
"4258",2011-10-09 11:00:00,"11:00:00","4","0","0","1",25.42,31.06,53,60.032,423,"dinsdag"
"6169",2012-02-13 07:00:00,"07:00:00","1","0","1","1",4.1,5.305,54,12.998,195,"woensdag"
"5339",2011-12-16 13:00:00,"13:00:00","4","0","1","2",13.94,15.15,39,239.994,137,"dinsdag"
"1672",2011-04-15 14:00:00,"14:00:00","2","1","0","1",22.14,25.76,52,169.979,163,"maandag"
"7506",2012-05-12 03:00:00,"03:00:00","2","0","0","1",19.68,23.485,59,0,34,"zondag"
"1460",2011-04-06 17:00:00,"17:00:00","2","0","1","1",21.32,25,32,300.026,356,"donderdag"
"6550",2012-03-10 04:00:00,"04:00:00","1","0","0","1",9.84,10.605,41,239.994,4,"zaterdag"
"3049",2011-07-15 23:00:00,"23:00:00","3","0","1","1",26.24,31.06,61,110.014,167,"maandag"
"4689",2011-11-08 11:00:00,"11:00:00","4","0","1","1",18.86,22.725,63,89.981,147,"donderdag"
"233",2011-01-11 00:00:00,"00:00:00","1","0","1","1",5.74,8.335,59,70.015,12,"donderdag"
"2664",2011-06-18 22:00:00,"22:00:00","2","0","0","2",29.52,34.09,62,89.981,161,"woensdag"
"6449",2012-03-05 23:00:00,"23:00:00","1","0","1","1",9.02,9.09,37,390.007,31,"zondag"
"2750",2011-07-03 12:00:00,"12:00:00","3","0","0","1",32.8,37.88,55,70.015,404,"zondag"
"6618",2012-03-13 01:00:00,"01:00:00","1","0","1","2",21.32,25,59,150.013,16,"woensdag"
"4134",2011-10-04 07:00:00,"07:00:00","4","0","1","1",17.22,21.21,82,190.012,309,"woensdag"
"70",2011-01-04 01:00:00,"01:00:00","1","0","1","1",6.56,9.09,59,70.015,2,"dinsdag"
"10490",2012-12-03 12:00:00,"12:00:00","4","0","1","1",21.32,25,68,110.014,268,"zaterdag"
"9315",2012-09-11 12:00:00,"12:00:00","3","0","1","1",26.24,31.06,33,0,316,"dinsdag"
"4929",2011-11-18 11:00:00,"11:00:00","4","0","1","1",12.3,15.15,36,89.981,140,"dinsdag"
"5573",2012-01-07 08:00:00,"08:00:00","1","0","0","1",9.84,12.88,75,70.015,64,"zaterdag"
"631",2011-02-09 12:00:00,"12:00:00","1","0","1","2",7.38,9.09,40,150.013,61,"vrijdag"
"2322",2011-06-04 16:00:00,"16:00:00","2","0","0","2",29.52,32.575,30,89.981,440,"zondag"
"10297",2012-11-14 11:00:00,"11:00:00","4","0","1","1",13.12,15.15,49,169.979,151,"donderdag"
"1297",2011-03-18 22:00:00,"22:00:00","1","0","1","1",25.42,31.06,50,110.014,118,"dinsdag"
"7427",2012-05-08 20:00:00,"20:00:00","2","0","1","2",26.24,30.305,69,190.012,302,"dinsdag"
"1706",2011-04-17 00:00:00,"00:00:00","2","0","0","2",18.04,21.97,77,190.012,33,"donderdag"
"2962",2011-07-12 08:00:00,"08:00:00","3","0","1","1",31.16,35.605,58,150.013,417,"vrijdag"
"6551",2012-03-10 05:00:00,"05:00:00","1","0","0","1",9.02,10.605,42,190.012,10,"zaterdag"
"6737",2012-03-18 00:00:00,"00:00:00","1","0","0","1",18.86,22.725,88,12.998,107,"dinsdag"
"2448",2011-06-09 22:00:00,"22:00:00","2","0","1","2",30.34,34.09,58,110.014,153,"zaterdag"
"2481",2011-06-11 07:00:00,"07:00:00","2","0","0","1",29.52,33.335,58,12.998,68,"maandag"
"10630",2012-12-09 08:00:00,"08:00:00","4","0","0","3",16.4,20.455,87,110.014,69,"zondag"
"1157",2011-03-12 21:00:00,"21:00:00","1","0","0","1",15.58,19.695,62,0,82,"dinsdag"
"124",2011-01-06 10:00:00,"10:00:00","1","0","1","1",8.2,12.88,47,0,45,"vrijdag"
"2644",2011-06-18 02:00:00,"02:00:00","2","0","0","1",24.6,27.275,88,0,53,"woensdag"
"2511",2011-06-12 13:00:00,"13:00:00","2","0","0","1",31.98,37.12,59,190.012,373,"woensdag"
"2151",2011-05-16 13:00:00,"13:00:00","2","0","1","1",27.88,31.82,51,0,214,"vrijdag"
"10795",2012-12-16 05:00:00,"05:00:00","4","0","0","2",13.94,18.18,87,0,9,"dinsdag"
"7871",2012-06-08 08:00:00,"08:00:00","2","0","1","1",23.78,27.275,60,60.032,700,"vrijdag"
"5863",2012-01-19 12:00:00,"12:00:00","1","0","1","1",8.2,9.85,51,12.998,111,"zondag"
"9415",2012-09-15 16:00:00,"16:00:00","3","0","0","2",27.06,31.06,36,150.013,783,"zondag"
"6299",2012-02-18 17:00:00,"17:00:00","1","0","0","1",19.68,23.485,36,190.012,364,"dinsdag"
"1892",2011-05-05 18:00:00,"18:00:00","2","0","1","1",22.96,26.515,26,190.012,520,"vrijdag"
"1441",2011-04-05 22:00:00,"22:00:00","2","0","1","1",13.12,15.15,49,199.995,46,"woensdag"
"275",2011-01-12 22:00:00,"22:00:00","1","0","1","1",6.56,6.06,55,300.026,33,"vrijdag"
"5845",2012-01-18 18:00:00,"18:00:00","1","0","1","1",9.84,10.605,32,239.994,355,"zaterdag"
"8102",2012-06-17 23:00:00,"23:00:00","2","0","0","1",23.78,27.275,64,12.998,108,"dinsdag"
"1050",2011-03-08 07:00:00,"07:00:00","1","0","1","1",7.38,9.85,64,89.981,128,"donderdag"
"4828",2011-11-14 06:00:00,"06:00:00","4","0","1","2",18.04,21.97,72,150.013,114,"donderdag"
"6495",2012-03-07 21:00:00,"21:00:00","1","0","1","1",18.04,21.97,62,169.979,188,"dinsdag"
"5360",2011-12-17 10:00:00,"10:00:00","4","0","0","2",10.66,12.12,52,190.012,181,"woensdag"
"8591",2012-07-19 08:00:00,"08:00:00","3","0","1","1",31.16,35.605,58,169.979,657,"zaterdag"
"6463",2012-03-06 13:00:00,"13:00:00","1","0","1","1",12.3,15.15,39,89.981,164,"maandag"
"6511",2012-03-08 13:00:00,"13:00:00","1","0","1","2",24.6,31.06,49,430.006,233,"donderdag"
"6887",2012-04-05 07:00:00,"07:00:00","2","0","1","1",13.94,16.665,49,12.998,354,"woensdag"
"4177",2011-10-06 02:00:00,"02:00:00","4","0","1","1",18.86,22.725,67,12.998,10,"vrijdag"
"2243",2011-06-01 09:00:00,"09:00:00","2","0","1","2",30.34,35.605,74,150.013,207,"woensdag"
"10707",2012-12-12 13:00:00,"13:00:00","4","0","1","2",13.94,18.18,42,0,238,"donderdag"
"6457",2012-03-06 07:00:00,"07:00:00","1","0","1","1",6.56,9.09,55,89.981,275,"maandag"
"6444",2012-03-05 18:00:00,"18:00:00","1","0","1","3",11.48,11.365,55,439.989,375,"zondag"
"5472",2012-01-03 03:00:00,"03:00:00","1","0","1","1",6.56,6.82,55,190.012,2,"maandag"
"7713",2012-06-01 18:00:00,"18:00:00","2","0","1","3",25.42,28.03,88,239.994,110,"woensdag"
"10776",2012-12-15 10:00:00,"10:00:00","4","0","0","1",13.12,15.91,61,110.014,273,"zondag"
"10005",2012-11-02 06:00:00,"06:00:00","4","0","1","1",12.3,15.15,70,110.014,122,"woensdag"
"1118",2011-03-11 06:00:00,"06:00:00","1","0","1","1",10.66,12.12,81,190.012,32,"zondag"
"2476",2011-06-11 02:00:00,"02:00:00","2","0","0","1",28.7,33.335,79,70.015,60,"maandag"
"5522",2012-01-05 05:00:00,"05:00:00","1","0","1","2",8.2,11.365,59,60.032,26,"donderdag"
"3729",2011-09-06 08:00:00,"08:00:00","3","0","1","3",22.14,25.76,83,260.027,364,"woensdag"
"1523",2011-04-09 08:00:00,"08:00:00","2","0","0","2",13.12,15.15,93,110.014,54,"maandag"
"9128",2012-09-03 17:00:00,"17:00:00","3","1","0","1",30.34,34.85,70,89.981,498,"zaterdag"
"218",2011-01-10 09:00:00,"09:00:00","1","0","1","2",5.74,6.06,50,169.979,94,"woensdag"
"10175",2012-11-09 09:00:00,"09:00:00","4","0","1","1",13.94,15.15,53,279.993,327,"vrijdag"
"3798",2011-09-09 06:00:00,"06:00:00","3","0","1","2",25.42,25.76,100,89.981,57,"zondag"
"6664",2012-03-14 23:00:00,"23:00:00","1","0","1","1",22.96,26.515,43,110.014,91,"donderdag"
"8818",2012-08-09 19:00:00,"19:00:00","3","0","1","1",32.8,37.88,55,12.998,623,"donderdag"
"10393",2012-11-18 11:00:00,"11:00:00","4","0","0","1",15.58,19.695,62,190.012,359,"dinsdag"
"4731",2011-11-10 05:00:00,"05:00:00","4","0","1","2",14.76,17.425,100,89.981,23,"zaterdag"
"9295",2012-09-10 16:00:00,"16:00:00","3","0","1","1",27.06,31.06,34,220.028,488,"maandag"
"7154",2012-04-16 11:00:00,"11:00:00","2","1","0","1",26.24,30.305,65,169.979,251,"woensdag"
"8881",2012-08-12 10:00:00,"10:00:00","3","0","0","1",28.7,32.575,51,110.014,328,"maandag"
"4374",2011-10-14 07:00:00,"07:00:00","4","0","1","3",22.96,26.515,88,12.998,147,"maandag"
"8613",2012-08-01 06:00:00,"06:00:00","3","0","1","1",26.24,29.545,78,89.981,185,"maandag"
"3360",2011-08-09 22:00:00,"22:00:00","3","0","1","1",31.98,34.85,46,199.995,155,"donderdag"
"6901",2012-04-05 21:00:00,"21:00:00","2","0","1","1",17.22,21.21,47,12.998,234,"woensdag"
"4810",2011-11-13 12:00:00,"12:00:00","4","0","0","2",21.32,25,29,279.993,354,"woensdag"
"10842",2012-12-18 04:00:00,"04:00:00","4","0","1","1",17.22,21.21,82,110.014,8,"donderdag"
"3662",2011-09-03 12:00:00,"12:00:00","3","0","0","1",28.7,32.575,61,150.013,257,"zaterdag"
"7772",2012-06-04 05:00:00,"05:00:00","2","0","1","1",21.32,25,68,0,35,"zondag"
"3403",2011-08-11 17:00:00,"17:00:00","3","0","1","1",32.8,34.85,29,169.979,582,"zaterdag"
"4326",2011-10-12 07:00:00,"07:00:00","4","0","1","2",22.14,25.76,88,260.027,259,"zaterdag"
"513",2011-02-04 13:00:00,"13:00:00","1","0","1","2",10.66,12.88,50,150.013,82,"vrijdag"
"2782",2011-07-04 20:00:00,"20:00:00","3","1","0","2",31.16,34.85,55,70.015,386,"dinsdag"
"3605",2011-09-01 03:00:00,"03:00:00","3","0","1","1",23.78,27.275,78,60.032,14,"donderdag"
"7608",2012-05-16 09:00:00,"09:00:00","2","0","1","2",24.6,28.79,78,89.981,347,"vrijdag"
"2386",2011-06-07 08:00:00,"08:00:00","2","0","1","2",27.88,31.82,61,89.981,477,"woensdag"
"5370",2011-12-17 20:00:00,"20:00:00","4","0","0","1",9.02,10.605,69,169.979,106,"woensdag"
"2483",2011-06-11 09:00:00,"09:00:00","2","0","0","1",30.34,34.09,62,89.981,230,"maandag"
"9738",2012-10-10 03:00:00,"03:00:00","4","0","1","2",18.86,22.725,88,0,6,"woensdag"
"6702",2012-03-16 13:00:00,"13:00:00","1","0","1","2",18.86,22.725,77,60.032,260,"zondag"
"3298",2011-08-07 08:00:00,"08:00:00","3","0","0","1",29.52,34.85,79,12.998,89,"maandag"
"5237",2011-12-12 07:00:00,"07:00:00","4","0","1","1",5.74,7.575,86,89.981,235,"donderdag"
"4944",2011-11-19 02:00:00,"02:00:00","4","0","0","1",9.84,12.12,56,110.014,46,"woensdag"
"9401",2012-09-15 02:00:00,"02:00:00","3","0","0","1",23.78,27.275,78,70.015,93,"zondag"
"675",2011-02-11 11:00:00,"11:00:00","1","0","1","1",9.02,11.365,47,89.981,64,"zondag"
"4354",2011-10-13 11:00:00,"11:00:00","4","0","1","2",25.42,28.79,83,0,84,"zondag"
"3788",2011-09-08 20:00:00,"20:00:00","3","0","1","2",25.42,27.275,94,110.014,89,"zaterdag"
"1657",2011-04-14 23:00:00,"23:00:00","2","0","1","1",18.86,22.725,59,70.015,47,"zondag"
"3196",2011-08-03 02:00:00,"02:00:00","3","0","1","2",31.98,35.605,49,110.014,11,"woensdag"
"580",2011-02-07 08:00:00,"08:00:00","1","0","1","2",6.56,11.365,100,0,230,"dinsdag"
"4066",2011-10-01 11:00:00,"11:00:00","4","0","0","3",15.58,19.695,82,220.028,132,"zaterdag"
"6728",2012-03-17 15:00:00,"15:00:00","1","0","0","1",26.24,31.06,53,89.981,679,"maandag"
"7331",2012-05-04 20:00:00,"20:00:00","2","0","1","1",27.88,31.82,51,70.015,313,"donderdag"
"5272",2011-12-13 18:00:00,"18:00:00","4","0","1","1",13.94,15.91,42,150.013,382,"vrijdag"
"2823",2011-07-06 13:00:00,"13:00:00","3","0","1","2",30.34,34.85,70,70.015,140,"donderdag"
"8583",2012-07-19 00:00:00,"00:00:00","3","0","1","1",30.34,34.85,66,60.032,66,"zaterdag"
"8312",2012-07-07 17:00:00,"17:00:00","3","0","0","1",39.36,42.425,26,89.981,279,"vrijdag"
"8842",2012-08-10 19:00:00,"19:00:00","3","0","1","1",31.16,35.605,62,190.012,492,"vrijdag"
"3132",2011-07-19 10:00:00,"10:00:00","3","0","1","2",33.62,39.395,56,110.014,141,"zaterdag"
